"rowid","tweetid","retweetCount"
"2227","969877454696402944",1
"2228","969877400942252032",3
"2229","969877199728898048",14
"2230","969877154178592768",0
"2231","969877066811367424",3
"2232","969877049589592075",17
"2233","969876834585374721",0
"2234","969876734823759872",1
"2235","969876728758849537",5
"2236","969876653131186176",0
"2237","969876614082453504",15
"2238","969876523565092864",8
"2239","969876447350403072",1
"2240","969876439645478912",4
"2241","969876343872778240",14
"2242","969876314621607936",5
"2243","969876314487476224",10
"2244","969876311262089216",0
"2245","969876150892875776",1
"2246","969876104289939457",0
"2247","969876033145946114",1
"2248","969875589984333824",0
"2249","969875547462537218",6
"2250","969875479757963264",0
"2251","969875196315398144",0
"2252","969875190887927808",2
"2253","969875188211994624",0
"2254","969875171120222208",4
"2255","969875028320948225",15
"2256","969875026819268608",5
"2257","969875005306785792",4
"2258","969874632361828352",0
"2259","969874205750759424",1
"2260","969874053501775873",0
"2261","969873827202289665",3
"2262","969873502474993665",1
"2263","969873352625094656",5
"2264","969873151797678080",2
"2265","969873058763718656",0
"2266","969873045727993857",3
"2267","969872939339436033",2
"2268","969872794107502592",1
"2269","969872501332471808",1
"2270","969872305278062592",0
"2271","969872159114964992",2
"2272","969872062906068992",15
"2273","969871865039806465",1
"2274","969871622294269952",0
"2275","969871532745986048",1
"2276","969871012224520192",5
"2277","969870793852121088",1
"2278","969870750646784001",6
"2279","969870668421529600",6
"2280","969870408051838976",50
"2281","969870274010136581",0
"2282","969869784157446144",2
"2283","969869577332183040",2
"2284","969869521053011968",4
"2285","969869426572038144",2
"2286","969869081972170754",0
"2287","969869077354201088",2
"2288","969868979446611968",5
"2289","969868763657940993",0
"2290","969868760294113280",0
"2291","969868646364401664",0
"2292","969868635031339008",7
"2293","969868538231033856",4
"2294","969868530383572992",0
"2295","969868407142150144",8
"2296","969868347893403648",0
"2297","969868343137198081",4
"2298","969868227114356737",1
"2299","969868069379198976",1
"2300","969868066577203200",0
"2301","969868057748430848",1
"2302","969868039788281856",1
"2303","969867945399681024",3
"2304","969867824293269504",0
"2305","969867711684726784",1
"2306","969867699701649409",0
"2307","969867640733949952",0
"2308","969867617736392704",1
"2309","969867586174365696",1
"2310","969867575222992896",0
"2311","969867506751074304",4
"2312","969867479446036481",6
"2313","969867451432407040",2
"2314","969867433405280257",6
"2315","969867417932328960",1
"2316","969867367886000128",1
"2317","969867350798413824",3
"2318","969867321765449728",5
"2319","969867183999221760",1
"2320","969867089153609729",5
"2321","969866941862117376",75
"2322","969866914179747841",2
"2323","969866802879754242",1
"2324","969866539095572480",0
"2325","969866479737954304",2
"2326","969866393456861184",4
"2327","969866247323009024",0
"2328","969866092679192579",4
"2329","969866047749681153",3
"2330","969865952325021696",0
"2331","969865872960573440",0
"2332","969865871479922689",0
"2333","969865870209093632",2
"2334","969865708992651265",14
"2335","969865658539261952",0
"2336","969865449214300160",0
"2337","969865399390027777",0
"2338","969865295409045505",0
"2339","969865165641601025",1
"2340","969865112155717632",2
"2341","969864990969692161",2
"2342","969864987807244288",8
"2343","969864886636437504",4
"2344","969864570155094017",0
"2345","969864456388993025",0
"2346","969864439330582528",0
"2347","969864333860589568",1
"2348","969864260791578624",2
"2349","969864219209461760",17
"2350","969863996764573697",1
"2351","969863931274629120",11
"2352","969863919207632896",0
"2353","969863861032464385",0
"2354","969863762768482304",54
"2355","969863718073872384",1
"2356","969863642043834368",2
"2357","969863605809287168",2
"2358","969863224739942400",2
"2359","969863135636086784",0
"2360","969863100915765249",0
"2361","969863061409480705",0
"2362","969862983701557254",5
"2363","969862833016942592",0
"2364","969862800435683328",1
"2365","969862737823059968",1
"2366","969862623239004160",3
"2367","969862621624061952",0
"2368","969862588480634881",11
"2369","969862502719696896",0
"2370","969862257273221120",0
"2371","969861783753240577",3
"2372","969861721191002112",0
"2373","969861636180750338",1
"2374","969861535328763904",2
"2375","969861250120404992",1
"2376","969861106708688896",1
"2377","969860991142920192",0
"2378","969860922696138752",1
"2379","969860901472911362",0
"2380","969860685982306304",2
"2381","969860404737429505",0
"2382","969860261841530881",1
"2383","969860089791135744",0
"2384","969860081004183552",7
"2385","969860078256959489",16
"2386","969860038419509250",26
"2387","969859974678577153",15
"2388","969859930563010560",7
"2389","969859930336432128",5
"2390","969859928147054593",13
"2391","969859782873112576",1
"2392","969859525716066304",0
"2393","969859444082319360",0
"2394","969859252365025280",0
"2395","969859230789439488",2
"2396","969859201974534144",1
"2397","969858895328899072",0
"2398","969858841637683200",2
"2399","969858717792419841",0
"2400","969858710809055232",2
"2401","969858674704359425",1
"2402","969858506735177728",5
"2403","969858464204840960",0
"2404","969858326707269633",1
"2405","969858266707779584",5
"2406","969858004009992192",0
"2407","969857874615676928",0
"2408","969857740930662401",0
"2409","969857602006925313",0
"2410","969857549750161410",3
"2411","969857506674597888",1
"2412","969857495140327428",1
"2413","969857324448808961",0
"2414","969857258426327040",1
"2415","969857192378753024",1
"2416","969857174447980544",1
"2417","969857026724515840",0
"2418","969856819819577344",1
"2419","969856655524589568",1
"2420","969856552919289856",5
"2421","969856405300690944",0
"2422","969856394357886976",1
"2423","969856207476461568",0
"2424","969856140669571072",51
"2425","969855946447978496",0
"2426","969855655140929536",0
"2427","969855652003590144",0
"2428","969855572349800448",7
"2429","969855514556297216",0
"2430","969855470814015488",2
"2431","969855308930670592",0
"2432","969855153477074946",0
"2433","969854908911452160",21
"2434","969854811544924160",3
"2435","969854809451806720",0
"2436","969854800266387456",0
"2437","969854659014877184",0
"2438","969854469675593728",3
"2439","969854190607466496",0
"2440","969854014203596801",3
"2441","969853867255934977",0
"2442","969853769935618048",1
"2443","969853466691514369",0
"2444","969853360676335616",0
"2445","969853344410845184",0
"2446","969853315243585536",2
"2447","969853120204410880",3
"2448","969853070074155008",1
"2449","969853028957347842",3
"2450","969852750904279041",0
"2451","969852602610368513",2
"2452","969852571996315648",8
"2453","969852393541300224",1
"2454","969852358539776000",1
"2455","969852315892006912",0
"2456","969852135872573446",0
"2457","969852116654112768",3
"2458","969851979399942144",0
"2459","969851916812476416",2
"2460","969851625186693120",0
"2461","969851442352685056",3
"2462","969851322940796928",0
"2463","969851233245847553",0
"2464","969851214581006336",0
"2465","969851063712014337",0
"2466","969850711616860160",0
"2467","969850500857376768",2
"2468","969850410033807361",0
"2469","969850274432008192",0
"2470","969850257134690304",1
"2471","969850253989081088",0
"2472","969850040981311488",5
"2473","969850038791888896",23
"2474","969849830020349953",13
"2475","969849800857305089",5
"2476","969849741608660992",5
"2477","969849648801202176",7
"2478","969849469327036416",9
"2479","969849274983854081",0
"2480","969849264770707458",0
"2481","969849043638767616",2
"2482","969849028291776513",6
"2483","969848951082905600",0
"2484","969848643892273153",4
"2485","969848631867125760",58
"2486","969848468582928384",3
"2487","969848437091872769",1
"2488","969848400702095360",1
"2489","969848398248595456",68
"2490","969847901580025856",1
"2491","969847847519596544",1
"2492","969847796562980865",0
"2493","969847790963601408",2
"2494","969847776598282240",1
"2495","969847759955046400",3
"2496","969847512671621121",3
"2497","969847505126006785",7
"2498","969847498075406336",0
"2499","969847373907161088",1
"2500","969846833550774273",1
"2501","969846765666041861",4
"2502","969846721567248384",0
"2503","969846711203098624",0
"2504","969846535025393664",0
"2505","969846408126738433",0
"2506","969846371493793792",1
"2507","969846104865910784",1
"2508","969846086516043776",1
"2509","969846085714923520",6
"2510","969846009164541955",1
"2511","969845437720080384",1
"2512","969844965672136704",3
"2513","969844902954758144",3
"2514","969844856884465664",25
"2515","969844833232805888",1
"2516","969843855041245184",6
"2517","969843801027170304",1
"2518","969843214013423616",23
"2519","969843192588795904",0
"2520","969843151350521856",1
"2521","969842731336921088",0
"2522","969842463606177792",0
"2523","969842415380000768",0
"2524","969842049326313473",0
"2525","969841982150529024",11
"2526","969841851300765696",1
"2527","969841543631613952",2
"2528","969841482357075968",0
"2529","969841441089323008",0
"2530","969841333157408768",2
"2531","969841308507373571",1
"2532","969841062335442944",4
"2533","969841052604608512",1
"2534","969840907095871488",5
"2535","969840833766752257",2
"2536","969840776581586945",5
"2537","969840762153263104",0
"2538","969840267560935424",1
"2539","969839905659482112",0
"2540","969839656832524288",1
"2541","969839136873082881",16
"2542","969839109236842496",1
"2543","969839083194216450",0
"2544","969838905863430144",1
"2545","969838787491778560",1
"2546","969838535741120512",0
"2547","969838306723803136",0
"2548","969838284246433793",1
"2549","969838269096603648",0
"2550","969838033410445314",2
"2551","969837866284191744",51
"2552","969837713766670336",1
"2553","969837570959003648",120
"2554","969837468190097408",20
"2555","969837277877710848",32
"2556","969837211381252097",0
"2557","969837169492807680",6
"2558","969837026748059648",1
"2559","969836736653045760",0
"2560","969836557166415872",2
"2561","969836501461819392",5
"2562","969836139984052224",2
"2563","969836025995517953",6
"2564","969835940473704448",1
"2565","969835691134869506",2
"2566","969835525950423042",2
"2567","969835516551086080",0
"2568","969835233620250630",0
"2569","969835061469102080",4
"2570","969834966803562496",8
"2571","969834795600695296",2
"2572","969834763136638980",0
"2573","969834642248491008",1
"2574","969834349867618305",0
"2575","969834248134889472",2
"2576","969834215784108033",1
"2577","969833842822430722",0
"2578","969833810865963008",0
"2579","969833636877942784",0
"2580","969833528358768640",88
"2581","969833310879805446",2
"2582","969833041437761538",0
"2583","969832975612473344",0
"2584","969832968612016128",0
"2585","969832836797816832",0
"2586","969832731898269696",1
"2587","969832729423433728",0
"2588","969832569733660672",2
"2589","969832318293622785",0
"2590","969832090320556032",0
"2591","969831634877931520",0
"2592","969830782054338561",0
"2593","969830482929168384",75
"2594","969830405137358848",0
"2595","969830177457885184",0
"2596","969830167785955328",3
"2597","969829989045624832",0
"2598","969829781700214784",8
"2599","969829727853674497",23
"2600","969829604193067008",0
"2601","969829393207046144",2
"2602","969828952347836416",0
"2603","969828770059137024",7
"2604","969828737549090817",0
"2605","969828723867267072",0
"2606","969828625922121729",2
"2607","969828325869924353",5
"2608","969828135402221568",0
"2609","969827998198259712",0
"2610","969827533171572736",0
"2611","969827401730527232",1
"2612","969827039149744130",6
"2613","969826676564746240",0
"2614","969826649502961664",0
"2615","969826285374529537",5
"2616","969826225014353920",7
"2617","969826176167497728",1
"2618","969826170668634112",0
"2619","969825592110698496",9
"2620","969825510371962880",1
"2621","969825142095282177",0
"2622","969825083077242880",0
"2623","969824845264388096",0
"2624","969824799592611840",1
"2625","969824092290338817",0
"2626","969823998379941888",10
"2627","969823881753018374",1
"2628","969823745937297408",0
"2629","969823292889747457",0
"2630","969823214619602946",0
"2631","969822420977659904",0
"2632","969822406159183872",0
"2633","969822072552566784",0
"2634","969822071994777600",26
"2635","969821844051173377",2
"2636","969821651629088768",0
"2637","969821281221660672",0
"2638","969820454331404288",2
"2639","969820032782905344",0
"2640","969819863400071169",0
"2641","969819733783494656",4
"2642","969819681262657537",4
"2643","969819202973417472",3
"2644","969818769722785793",0
"2645","969818084935684097",6
"2646","969817251485335558",0
"2647","969817221819232259",0
"2648","969816853630435328",0
"2649","969816797645066241",4
"2650","969816476159959041",3
"2651","969816402596192257",1
"2652","969816273071702016",0
"2653","969815905269178368",8
"2654","969815886780485634",0
"2655","969815490435604480",0
"2656","969815298302869504",0
"2657","969815061194711040",0
"2658","969814477892763648",0
"2659","969813815431913472",0
"2660","969813606975004672",0
"2661","969813003481767936",4
"2662","969812850330841088",0
"2663","969812654419206144",1
"2664","969812531819655168",4
"2665","969812492158345216",0
"2666","969812370309566465",0
"2667","969812139543117824",0
"2668","969811814165880832",1
"2669","969811729747124224",0
"2670","969811521919369219",0
"2671","969811504299044864",49
"2672","969811234932453376",0
"2673","969810878055895040",0
"2674","969810601517051904",0
"2675","969810589148094464",0
"2676","969810514443251712",0
"2677","969810344297181184",0
"2678","969810341348589568",5
"2679","969810185341382659",0
"2680","969810172511059968",0
"2681","969810055544500224",0
"2682","969809740564873217",0
"2683","969809139948900352",0
"2684","969808838999207938",0
"2685","969808763203985409",0
"2686","969808682044227584",4
"2687","969808481183125504",0
"2688","969808065619832832",0
"2689","969807941963366404",0
"2690","969807179229245440",0
"2691","969807047171518466",0
"2692","969806995829153792",1
"2693","969806994658881537",0
"2694","969806841709453312",0
"2695","969806781324066821",1
"2696","969806735329304577",0
"2697","969806681822543872",0
"2698","969806622754201601",0
"2699","969806386514178048",0
"2700","969806347481972736",0
"2701","969806223179644928",1
"2702","969806201142657025",0
"2703","969806186806632448",0
"2704","969806066664972288",0
"2705","969805856140279808",0
"2706","969805841749561347",0
"2707","969805496591855617",1
"2708","969805377729515526",0
"2709","969805279746433025",0
"2710","969804940897017856",0
"2711","969804830888751104",0
"2712","969804828200263681",1
"2713","969804261260369920",0
"2714","969804047355203584",0
"2715","969803855465713664",1
"2716","969803771285970945",0
"2717","969803459242291200",0
"2718","969803389193175040",0
"2719","969803078630219776",0
"2720","969802981825658886",0
"2721","969802973747429376",0
"2722","969802814598926336",0
"2723","969802556854517760",0
"2724","969802552517656576",0
"2725","969802529746821120",4
"2726","969802290457489408",0
"2727","969802265505579008",0
"2728","969802192906436608",0
"2729","969802163470852096",0
"2730","969802118872756224",0
"2731","969801976828502017",0
"2732","969801770024103936",0
"2733","969801723891007488",0
"2734","969801151297146880",1
"2735","969800977279696896",0
"2736","969800801064435717",0
"2737","969800788217274368",8
"2738","969800261358166017",1
"2739","969800218148405248",0
"2740","969800182219997185",1
"2741","969800056416092160",0
"2742","969799816996782080",0
"2743","969799331057344512",0
"2744","969799301407784960",1
"2745","969799300531105792",0
"2746","969798918920916992",3
"2747","969798752583086080",0
"2748","969798729317298176",0
"2749","969798197995425792",1
"2750","969797909226012672",0
"2751","969797783048761344",5
"2752","969797502336622593",6
"2753","969796783554441216",0
"2754","969796395640045568",1
"2755","969796258398441472",5
"2756","969795981305933824",0
"2757","969795542904594434",0
"2758","969795394073804802",0
"2759","969795258606219264",0
"2760","969794948475314176",1
"2761","969794032518840320",1
"2762","969793816466112512",0
"2763","969793670042890240",1
"2764","969793614170619904",0
"2765","969792900417515522",3
"2766","969791987237793792",0
"2767","969791814273085441",0
"2768","969791794794831873",0
"2769","969791518889295873",0
"2770","969791504146341888",0
"2771","969791472844259329",0
"2772","969791342170710016",1
"2773","969790291019489280",1
"2774","969789365839839234",0
"2775","969788868097552384",1
"2776","969788766935117824",0
"2777","969788249513197569",0
"2778","969788206924419073",3
"2779","969787998203084800",0
"2780","969787604550873088",0
"2781","969787399164211200",0
"2782","969786907675643904",0
"2783","969786378144825344",0
"2784","969785839776538625",0
"2785","969785370073120770",0
"2786","969785168603967489",0
"2787","969784933311852544",0
"2788","969784707784228866",0
"2789","969784576011681792",0
"2790","969784493602086912",0
"2791","969784152856801280",0
"2792","969783512504127488",3
"2793","969783041013964800",0
"2794","969782761597882368",1
"2795","969782524955283456",0
"2796","969781691433803776",2
"2797","969781454199664642",2
"2798","969781013386858498",1
"2799","969780974702673920",4
"2800","969780423399301121",0
"2801","969779866861125633",0
"2802","969778676559527937",0
"2803","969778650307547136",2
"2804","969777393127829504",2
"2805","969776639075930112",3
"2806","969776211663695872",0
"2807","969775710368817152",2
"2808","969775527480385536",0
"2809","969775481191985152",0
"2810","969774819926405120",1
"2811","969774435803848704",3
"2812","969773908453830658",1
"2813","969773816627867648",5
"2814","969773419016413184",0
"2815","969773108998672385",3
"2816","969772863816388608",2
"2817","969772717841965056",0
"2818","969772632060002306",1
"2819","969772431287226368",3
"2820","969772076361019392",4
"2821","969771993837875200",0
"2822","969771694419095553",0
"2823","969771619509047296",0
"2824","969771382430105601",3
"2825","969771321587507200",0
"2826","969771104830218240",0
"2827","969770915939700739",1
"2828","969770417996029952",0
"2829","969770306981302272",2
"2830","969770007373627393",0
"2831","969769932039876608",4
"2832","969769821205184512",0
"2833","969769720952930305",0
"2834","969769647594725377",0
"2835","969769630226112512",1
"2836","969769547736612865",3
"2837","969769426651361280",0
"2838","969769354534490114",0
"2839","969769254772862976",0
"2840","969769243419070464",3
"2841","969769071553273856",3
"2842","969769028255453184",0
"2843","969768984009588737",0
"2844","969768836508643330",4
"2845","969768749753540608",0
"2846","969768462699716608",4
"2847","969768369036537858",1
"2848","969768217047588864",2
"2849","969767974121779201",0
"2850","969767560114667520",0
"2851","969767221982457856",10
"2852","969767036615208962",3
"2853","969766646620581889",0
"2854","969766604681592834",0
"2855","969766509550563329",0
"2856","969766498645393408",0
"2857","969766422564884480",0
"2858","969766321364852736",9
"2859","969765978887237633",1
"2860","969765641275301888",0
"2861","969764876464766976",0
"2862","969764843510226944",1
"2863","969763696242130944",2
"2864","969763439190065152",0
"2865","969763084364537856",28
"2866","969762774241849344",0
"2867","969762130344816640",0
"2868","969762004259938304",1
"2869","969761825280675841",6
"2870","969761770947559426",0
"2871","969760621133737984",3
"2872","969760530259886080",0
"2873","969760244816543744",2
"2874","969759885083717632",0
"2875","969759752686219264",0
"2876","969759665503420416",0
"2877","969758620681363456",0
"2878","969758028504461312",6
"2879","969757878645960706",0
"2880","969757853614407680",0
"2881","969757603302723584",9
"2882","969757057040637952",3
"2883","969756386719498240",0
"2884","969755543236616192",0
"2885","969755276889923584",0
"2886","969755256132321280",0
"2887","969755043787403264",5
"2888","969754540370100225",0
"2889","969753884204982272",4
"2890","969753123035127808",0
"2891","969752506996871169",2
"2892","969752393935024129",0
"2893","969752372590280704",0
"2894","969752064711589889",0
"2895","969751594815258624",0
"2896","969751020304613376",1
"2897","969750731455578112",0
"2898","969750718218354689",4
"2899","969749879210823680",19
"2900","969749845987733504",1
"2901","969749759656259584",0
"2902","969749651564896256",2
"2903","969749483088052224",0
"2904","969749073812103169",0
"2905","969748787202686977",0
"2906","969748556386111488",0
"2907","969748119129935872",0
"2908","969748086158344192",0
"2909","969747864917176320",0
"2910","969747662613262337",0
"2911","969747421243703297",1
"2912","969747191773388800",0
"2913","969747171816890368",0
"2914","969746429999755264",1
"2915","969746421158154240",0
"2916","969746087484432384",0
"2917","969746074758889472",0
"2918","969746021021560833",12
"2919","969745510817923072",1
"2920","969745220811218944",0
"2921","969744554277576704",0
"2922","969744452108484608",0
"2923","969744364883857414",3
"2924","969744357900222464",0
"2925","969744116262162433",0
"2926","969743862343155712",0
"2927","969743728628789250",0
"2928","969743554166730752",0
"2929","969743487313653760",0
"2930","969743232803389440",0
"2931","969743028658126848",0
"2932","969742963881410562",0
"2933","969742944335888384",0
"2934","969742935477620736",10
"2935","969742858671419392",0
"2936","969742798516703232",0
"2937","969742691276791808",0
"2938","969742628592877568",0
"2939","969742623886934016",11
"2940","969742457981169664",16
"2941","969742313600647170",0
"2942","969742224782184448",0
"2943","969742183120039936",1
"2944","969742015586947074",0
"2945","969741947383377920",0
"2946","969741887132323840",0
"2947","969741795339812864",0
"2948","969741502632034304",0
"2949","969741290823798784",0
"2950","969741154953687040",11
"2951","969740974984331265",0
"2952","969740856650383360",0
"2953","969740774551072769",0
"2954","969739473134104577",0
"2955","969739370868731904",7
"2956","969739156451508226",1
"2957","969739131977850881",28
"2958","969739052684627969",5
"2959","969738993863680000",5
"2960","969737828325142528",1
"2961","969737099929903104",16
"2962","969736552787128325",0
"2963","969736244166086656",1
"2964","969735861012254721",7
"2965","969735576810291201",4
"2966","969734920925925376",1
"2967","969734694785966085",3
"2968","969734562870939648",7
"2969","969734346558107652",0
"2970","969733849218367489",1
"2971","969733356018548736",0
"2972","969733329535713280",0
"2973","969732923858530305",14
"2974","969732435125481472",0
"2975","969732266023845888",20
"2976","969731888213643264",6
"2977","969731410159390722",12
"2978","969730746448601089",13
"2979","969729925178642432",1
"2980","969729757544894466",0
"2981","969729589613334528",5
"2982","969729529592860672",12
"2983","969729470222520322",10
"2984","969729013710229504",3
"2985","969728155740262400",0
"2986","969728060122595329",27
"2987","969727978119880704",0
"2988","969727176936435712",26
"2989","969727013878714369",11
"2990","969726457852366848",0
"2991","969726018494836743",4
"2992","969724038506455040",26
"2993","969723779583762433",1
"2994","969721809703759873",0
"2995","969720663131897856",4
"2996","969720298126893057",4
"2997","969719266835537920",1
"2998","969718382470709248",0
"2999","969716486192365568",1
"3000","969716484237795328",3
"3001","969713297262964736",22
"3002","969712881192263681",3
"3003","969712713768239104",3
"3004","969712202105040896",5
"3005","969711390322606080",0
"3006","969710275921297408",2
"3007","969709139071975424",0
"3008","969707030423449600",14
"3009","969706370235691008",5
"3010","969706220847329282",0
"3011","969704174299566080",0
"3012","969703959731605505",0
"3013","969703935245242374",7
"3014","969703797370052608",6
"3015","969703098565517312",6
"3016","969700240784789507",10
"3017","969699545847345152",0
"3018","969699529053360128",5
"3019","969699391786356736",1
"3020","969699045164834816",2
"3021","969698688007319553",1
"3022","969697491728916481",11
"3023","969695804423331840",0
"3024","969694420353388549",12
"3025","969694108800507911",0
"3026","969694092002234370",2
"3027","969693836971859971",1
"3028","969692830548594688",7
"3029","969692648578498560",2
"3030","969691340622712832",3
"3031","969690397386698753",8
"3032","969689431434235905",22
"3033","969689359590002689",0
"3034","969688779366727680",0
"3035","969688557240573952",5
"3036","969688036769452032",0
"3037","969687752366272513",0
"3038","969686283277672448",1
"3039","969685643742752768",11
"3040","969684421107429376",3
"3041","969683778418495490",4
"3042","969682182615785472",0
"3043","969682176815108107",10
"3044","969681762266697733",1
"3045","969679963376050182",8
"3046","969679651533656064",9
"3047","969678740811808770",2
"3048","969677120258572289",13
"3049","969676980093423616",6
"3050","969676896320524290",4
"3051","969675231429238784",3
"3052","969675066991632384",0
"3053","969674721792061441",0
"3054","969674301371805696",1
"3055","969673329895342080",2
"3056","969673262849552384",0
"3057","969673176912363526",7
"3058","969672700569333760",1
"3059","969672526048694272",2
"3060","969672441684377601",0
"3061","969671186593583104",0
"3062","969671183074390016",4
"3063","969670777527242752",3
"3064","969670391621996544",2
"3065","969670016735043589",0
"3066","969669920211554305",1
"3067","969669885067452417",16
"3068","969669358237741056",0
"3069","969668611467022336",0
"3070","969667912255623169",1
"3071","969667100590723072",1
"3072","969666118930653190",0
"3073","969665684274929664",2
"3074","969665680051142656",3
"3075","969665485611483136",4
"3076","969664652828438533",1
"3077","969664032100831232",10
"3078","969663673026433026",0
"3079","969663578537066497",0
"3080","969661985439797248",0
"3081","969660589407723520",3
"3082","969659969879584769",0
"3083","969658015778525184",0
"3084","969656084729352194",32
"3085","969655765744144384",1
"3086","969654001166938112",0
"3087","969653814100922368",1
"3088","969653111924183041",3
"3089","969650202255781889",0
"3090","969649761312796680",9
"3091","969648050917421057",3
"3092","969647868918358016",1
"3093","969646959685455873",3
"3094","969646288420655104",3
"3095","969645941597921280",0
"3096","969645700740014080",6
"3097","969645677474070528",4
"3098","969645268978339841",3
"3099","969644724595421187",4
"3100","969644681452761089",6
"3101","969644214869880832",3
"3102","969643823520518146",1
"3103","969643589679697920",0
"3104","969642673559650304",5
"3105","969642077058453504",0
"3106","969641312617226240",8
"3107","969641196153798658",3
"3108","969639530943930369",12
"3109","969639134259236864",6
"3110","969638134295252994",7
"3111","969638064518647808",3
"3112","969638026937712640",2
"3113","969637286261518336",1
"3114","969637283577126912",2
"3115","969636833557647361",6
"3116","969636590027853824",1
"3117","969636554418176000",0
"3118","969636121343942657",2
"3119","969635700306952192",6
"3120","969635580375072770",0
"3121","969635554827620353",2
"3122","969634769951653888",0
"3123","969634761797926914",2
"3124","969634530175979520",2
"3125","969634209705971712",1
"3126","969634049504546817",0
"3127","969633962812469249",0
"3128","969633575485280256",1
"3129","969633136727425025",0
"3130","969632792999940096",5
"3131","969632164882022400",0
"3132","969631492950257664",0
"3133","969631454903881728",82
"3134","969630641385066498",7
"3135","969629869603778561",0
"3136","969629559778955264",5
"3137","969629408326832128",0
"3138","969629230056095744",17
"3139","969628908139270144",0
"3140","969628744582299653",0
"3141","969628334702415872",0
"3142","969628291656245248",0
"3143","969628134038532097",0
"3144","969626985843625984",0
"3145","969626942034063360",0
"3146","969626837885140993",2
"3147","969626589230059521",0
"3148","969626072559116289",2
"3149","969625033965559810",0
"3150","969624374696468481",3
"3151","969624090234454017",1
"3152","969623382235930624",0
"3153","969622655631544320",5
"3154","969622194249662465",2
"3155","969622061223174144",0
"3156","969622043019882496",3
"3157","969621559211110400",0
"3158","969620969332539393",8
"3159","969620481237274625",1
"3160","969619623682428929",3
"3161","969619277019074562",25
"3162","969618910474534912",14
"3163","969618439777210368",0
"3164","969618341898936320",5
"3165","969617736941821952",1
"3166","969616860244271109",8
"3167","969616176329486339",2
"3168","969616104783056896",3
"3169","969615465436893191",1
"3170","969615312634220544",0
"3171","969615282653356033",23
"3172","969615071914725377",3
"3173","969614115739086848",3
"3174","969613856229199872",0
"3175","969613529576824833",9
"3176","969613296369324032",2
"3177","969613085760720897",5
"3178","969611381216628736",0
"3179","969610987438510081",0
"3180","969610336025358336",3
"3181","969610329977171968",8
"3182","969609172521246720",0
"3183","969609087448121344",0
"3184","969608491722735616",8
"3185","969608269772836865",2
"3186","969608240572059648",9
"3187","969607896924393475",3
"3188","969607610960883713",6
"3189","969607448146403328",1
"3190","969607117207494658",0
"3191","969606712398401536",0
"3192","969606653858414592",3
"3193","969606649232134144",7
"3194","969605303330312192",4
"3195","969605248410095618",2
"3196","969604827666944000",3
"3197","969604545352478720",4
"3198","969604345116418049",2
"3199","969604148936179712",0
"3200","969604065733894146",5
"3201","969603696542801922",0
"3202","969603334284947457",2
"3203","969603167905345541",3
"3204","969602229966688261",9
"3205","969602209896910848",0
"3206","969601862751129600",6
"3207","969601766953226240",0
"3208","969601343781515264",3
"3209","969600942218862592",1
"3210","969600825785028608",1
"3211","969600670591602695",0
"3212","969600486553899009",78
"3213","969600107317485568",1
"3214","969600089676304384",11
"3215","969599936303071232",2
"3216","969599852043743233",0
"3217","969599695365566464",6
"3218","969599325193015296",1
"3219","969599253042683905",4
"3220","969598994375741440",4
"3221","969598933520535552",1
"3222","969598318568493056",5
"3223","969598099432837122",5
"3224","969597709140275200",1
"3225","969596530033295360",7
"3226","969596306816614401",0
"3227","969595971200999424",2
"3228","969595688261750790",3
"3229","969595604275027969",9
"3230","969595438272843776",1
"3231","969594394201518081",2
"3232","969594315621175296",8
"3233","969594112600150021",47
"3234","969593277803573251",0
"3235","969593046814863360",0
"3236","969592817533227008",0
"3237","969592812135215106",4
"3238","969591444368445440",0
"3239","969591218043834369",1
"3240","969591146212032512",0
"3241","969591136791793664",2
"3242","969590585165103104",0
"3243","969589550447255552",2
"3244","969588501112074240",1
"3245","969587508613873664",2
"3246","969586715588530176",7
"3247","969586284057583616",3
"3248","969585820922413060",8
"3249","969585305496977409",0
"3250","969583931585650689",0
"3251","969583130536443904",6
"3252","969581752581750784",5
"3253","969580754903629824",7
"3254","969580658577281024",6
"3255","969580441790484481",6
"3256","969579643434094594",0
"3257","969579012090683392",0
"3258","969576774119010304",0
"3259","969575848331407361",2
"3260","969575179453116416",1
"3261","969574691219394562",1
"3262","969572547267317761",2
"3263","969572512399937538",0
"3264","969571778241601536",1
"3265","969568782401327109",0
"3266","969568705712611331",2
"3267","969568532454301696",1
"3268","969567723649949697",11
"3269","969567445798277120",0
"3270","969567256798814208",0
"3271","969566393459990528",4
"3272","969565603198586880",7
"3273","969565549117272064",1
"3274","969565490170474496",10
"3275","969564935800975365",1
"3276","969564856159555584",0
"3277","969564152913162243",0
"3278","969562262968119296",0
"3279","969561208641675264",4
"3280","969561025463898113",2
"3281","969560934753734656",86
"3282","969559790975373313",93
"3283","969559328171745281",0
"3284","969559000927830017",0
"3285","969558440807837696",1
"3286","969557947448791040",22
"3287","969557941471735808",1
"3288","969554325939859457",3
"3289","969554297406001152",0
"3290","969553287920979968",0
"3291","969550956147986434",2
"3292","969550943686660102",9
"3293","969550545991143424",14
"3294","969550448188362753",3
"3295","969550300662157312",0
"3296","969550158060048384",0
"3297","969549676293775360",15
"3298","969549643032952832",1
"3299","969549113636376577",0
"3300","969546427662815232",9
"3301","969546343197954049",2
